azimuth,elevation,efficiency
3,36,0.436412748812199
3,37,0.441803513400994
3,38,0.447279653915065
3,39,0.452692027971834
3,40,0.457936449904298
3,41,0.463264152414198
3,42,0.468566559833086
3,43,0.473758658577017
3,44,0.478968160166847
3,45,0.484179429731297
3,46,0.4894099876958
3,47,0.494406256668653
3,48,0.499691589456661
3,49,0.504712694014333
3,50,0.509631748742233
3,51,0.514719256405496
3,52,0.519639142647266
3,53,0.524591957755623
3,54,0.529379468049652
3,55,0.534505912961523
3,56,0.539245993336986
3,57,0.543872693902598
3,58,0.548719124663714
3,59,0.553484701279799
3,60,0.557921378682974
3,61,0.562627577451821
3,62,0.567189740862169
3,63,0.571824858197706
3,64,0.576185244286527
3,65,0.580743364476565
3,66,0.585130502981369
3,67,0.589616538461855
3,68,0.594025609975816
3,69,0.598341897476727
3,70,0.602381260439634
3,71,0.606654546350513
3,72,0.610767982253087
3,73,0.614820819527344
3,74,0.619022486778231
3,75,0.622907533716746
3,76,0.626913364497617
3,77,0.630917289194241
3,78,0.634809588414211
3,79,0.638641962466801
3,80,0.642353803936827
3,81,0.646046073727019
3,82,0.649642533398649
3,83,0.653264382375982
3,84,0.656860987926238
3,85,0.660489741450388
3,86,0.663797102478746
3,87,0.667188869552617
3,88,0.67065238403499
3,89,0.673975362528215
3,90,0.677190422089489
4,0,0.050625653824743
4,1,0.087812561545621
4,2,0.124251190104485
4,3,0.152185862796577
4,4,0.174122882441688
4,5,0.192263218327762
4,6,0.207424452117109
4,7,0.220676416777004
4,8,0.232893622551402
4,9,0.244301612223821
4,10,0.254716907891758
4,11,0.264760605659573
4,12,0.274771377288483
4,13,0.284459042580438
4,14,0.294211669869061
4,15,0.303329762550195
4,16,0.312027880299931
4,17,0.32038679964981
4,18,0.32809364155773
4,19,0.335430352163135
4,20,0.34261195852022
4,21,0.349417488231449
4,22,0.356065693010688
4,23,0.362521553477548
4,24,0.368725202735864
4,25,0.374735792688468
4,26,0.380619494051721
4,27,0.3865111887562
4,28,0.39232900108885
4,29,0.398056313503071
4,30,0.403564006728412
4,31,0.409373570145225
4,32,0.414809187985975
4,33,0.42046764337946
4,34,0.425892654302574
4,35,0.431342343863399
4,36,0.436677964539352
4,37,0.44211115689179
4,38,0.447531035060115
4,39,0.452833309730526
4,40,0.45820115367092
4,41,0.463575450503175
4,42,0.46890328091252
4,43,0.474039051092761
4,44,0.479315094681648
4,45,0.484362517861826
4,46,0.489632262807369
4,47,0.494681330374851
4,48,0.499767769917821
4,49,0.504919346296163
4,50,0.509891838417943
4,51,0.514831552307595
4,52,0.519801056620116
4,53,0.524832389354676
4,54,0.529662719313834
4,55,0.534458322108264
4,56,0.539186580291846
4,57,0.544046790690381
4,58,0.548804761057167
4,59,0.553567103492991
4,60,0.558247843037118
4,61,0.562872196230561
4,62,0.567392965519087
4,63,0.571863469063475
4,64,0.576497589039936
4,65,0.580933049467018
4,66,0.585391359420654
4,67,0.589742601027264
4,68,0.593966293161668
4,69,0.598124998716984
4,70,0.602357803350931
4,71,0.606662269586101
4,72,0.610910336016111
4,73,0.614918652181506
4,74,0.618893891152548
4,75,0.622945326778893
4,76,0.626819202643777
4,77,0.631003938797565
4,78,0.634783318636075
4,79,0.638489423693126
4,80,0.642332450240484
4,81,0.64606021262433
4,82,0.64973216552984
4,83,0.653399994734116
4,84,0.657006227991711
4,85,0.660296335987868
4,86,0.663881233310746
4,87,0.667205982068774
4,88,0.670673086284204
4,89,0.673936250621319
4,90,0.677190422089489
5,0,0.050778249730333
5,1,0.088075073342838
5,2,0.124221646576097
5,3,0.152336931359966
5,4,0.174384118739543
5,5,0.192561518272933
5,6,0.207659674888014
5,7,0.22098718446506
5,8,0.233193000627268
5,9,0.244604859751196
5,10,0.255082427967891
5,11,0.265164003588718
5,12,0.275062898816429
5,13,0.284982311622029
5,14,0.294509293292487
5,15,0.303745958848111
5,16,0.312415365846904
5,17,0.320723587420124
5,18,0.328554765163271
5,19,0.335992051436808
5,20,0.343006197927779
5,21,0.349932477382301
5,22,0.356505667814581
5,23,0.363010615115448
5,24,0.369141885269415
5,25,0.375125941648811
5,26,0.381072960318383
5,27,0.386864716517029
5,28,0.392732994996724
5,29,0.398517737220677
5,30,0.404168626957376
5,31,0.40968633070654
5,32,0.415227715988456
5,33,0.420643598601432
5,34,0.426256267946725
5,35,0.431602099304963
5,36,0.436977907232594
5,37,0.442411039875696
5,38,0.447804967344053
5,39,0.453026243114055
5,40,0.458527087556566
5,41,0.463753241587609
5,42,0.469069142990305
5,43,0.474309771202444
5,44,0.479507189366159
5,45,0.484666558405826
5,46,0.489706268619093
5,47,0.494969225622857
5,48,0.500057419949596
5,49,0.505071350664417
5,50,0.510053761301666
5,51,0.515045729191532
5,52,0.519956914747385
5,53,0.524945522789374
5,54,0.529805586567983
5,55,0.534735197325095
5,56,0.539628857978748
5,57,0.544035373723739
5,58,0.548949185679267
5,59,0.553615541089569
5,60,0.558315958161792
5,61,0.562894371122468
5,62,0.567514281517767
5,63,0.572038002080972
5,64,0.576435313401644
5,65,0.580948712594952
5,66,0.585550401841178
5,67,0.589788918598957
5,68,0.59402995524254
5,69,0.598391265523833
5,70,0.60246887012861
5,71,0.606912587952949
5,72,0.61094667271412
5,73,0.615125465475568
5,74,0.619110642909291
5,75,0.623113104317268
5,76,0.627078645078719
5,77,0.630971278525244
5,78,0.634669943297473
5,79,0.638597000685795
5,80,0.642378488729698
5,81,0.646100537451788
5,82,0.64978970892413
5,83,0.653295651956921
5,84,0.656869593507407
5,85,0.660593227916334
5,86,0.664061503678208
5,87,0.667363814502381
5,88,0.670547755067937
5,89,0.673950278259412
5,90,0.677190422089489
6,0,0.051172190561493
6,1,0.087982131615009
6,2,0.124455938188582
6,3,0.152627459902818
6,4,0.174760019441299
6,5,0.192789785690577
6,6,0.207945397000219
6,7,0.22133899794498
6,8,0.233577831628536
6,9,0.245089556709411
6,10,0.255633466135647
6,11,0.265721972251956
6,12,0.275717113207582
6,13,0.285514109753253
6,14,0.295094624012132
6,15,0.304273272033078
6,16,0.313010278297825
6,17,0.321293176712947
6,18,0.329223367762652
6,19,0.336453287551231
6,20,0.343696790440433
6,21,0.350472400108237
6,22,0.357065451520617
6,23,0.363465366226606
6,24,0.369658149075137
6,25,0.375727094682179
6,26,0.381533071665371
6,27,0.387398438055431
6,28,0.393227210683334
6,29,0.398788764436697
6,30,0.404415096415806
6,31,0.410030388345623
6,32,0.415620041024861
6,33,0.421103793569477
6,34,0.426541628619005
6,35,0.43209707874301
6,36,0.437424493440588
6,37,0.442680419899223
6,38,0.448269318499673
6,39,0.453425078427901
6,40,0.458859221457034
6,41,0.463935602449733
6,42,0.469327581594199
6,43,0.474457973134782
6,44,0.479744238815979
6,45,0.485087728472487
6,46,0.489978377727819
6,47,0.495152802337061
6,48,0.500231073656646
6,49,0.505212032938993
6,50,0.510309235297953
6,51,0.515347017919714
6,52,0.520354049023476
6,53,0.525016781330617
6,54,0.529932222566145
6,55,0.534902784681721
6,56,0.539581594680768
6,57,0.544378579849729
6,58,0.549239373638455
6,59,0.55388429105293
6,60,0.558345942625191
6,61,0.563118937398707
6,62,0.567582834600237
6,63,0.57215769778646
6,64,0.576620288798508
6,65,0.581103581814875
6,66,0.585595805571075
6,67,0.589899159265294
6,68,0.594163254942071
6,69,0.598572545168738
6,70,0.602629994656577
6,71,0.606877105559239
6,72,0.611031637587499
6,73,0.615129170959451
6,74,0.619187519231088
6,75,0.62306150287409
6,76,0.62723896631185
6,77,0.631048229793937
6,78,0.634992087715907
6,79,0.638715673026525
6,80,0.642353507475931
6,81,0.646126670153161
6,82,0.649786415082205
6,83,0.65332375142239
6,84,0.656946265293275
6,85,0.660353501405586
6,86,0.663871577989787
6,87,0.667379027389604
6,88,0.670645718908265
6,89,0.674034430329105
6,90,0.677190422089489
7,0,0.051138697459333
7,1,0.089836677963992
7,2,0.124982405334221
7,3,0.153138343331172
7,4,0.175128579697661
7,5,0.193120561922401
7,6,0.208358175206698
7,7,0.221705121080374
7,8,0.234121420715416
7,9,0.245688627778205
7,10,0.256245960163887
7,11,0.26642515233071
7,12,0.276292049842304
7,13,0.286047986830145
7,14,0.295770799015513
7,15,0.305001612589014
7,16,0.313743358479709
7,17,0.32200932599603
7,18,0.329894397919841
7,19,0.337315000340977
7,20,0.344406997676943
7,21,0.351107386935128
7,22,0.357675471551721
7,23,0.36406367380535
7,24,0.370086811825133
7,25,0.376155709610841
7,26,0.382179966705014
7,27,0.387965297223771
7,28,0.393636365355337
7,29,0.39928336288755
7,30,0.405009960306178
7,31,0.410629188649384
7,32,0.416188679091846
7,33,0.421515195326166
7,34,0.427081264413642
7,35,0.4324593004527
7,36,0.437864924828016
7,37,0.443160437934809
7,38,0.448678061275851
7,39,0.453946344171952
7,40,0.459221421190858
7,41,0.464443415837329
7,42,0.469762914859093
7,43,0.474961901841191
7,44,0.480109425555651
7,45,0.485235502927208
7,46,0.490403020212004
7,47,0.495451364558889
7,48,0.500553414411264
7,49,0.505643660914532
7,50,0.510533903076823
7,51,0.515513157740231
7,52,0.520484898373372
7,53,0.525538224489875
7,54,0.530243759180622
7,55,0.535270176760242
7,56,0.539961363402545
7,57,0.544673588420349
7,58,0.549370939008423
7,59,0.554026881541745
7,60,0.558793343383136
7,61,0.563187749448963
7,62,0.567990907647747
7,63,0.572367337054465
7,64,0.576952927914598
7,65,0.581199741716094
7,66,0.585753922393197
7,67,0.590160850072919
7,68,0.594246239370223
7,69,0.598606805482058
7,70,0.602903757168232
7,71,0.606922788120493
7,72,0.611163494224626
7,73,0.615195539822556
7,74,0.619184101096951
7,75,0.62308833790168
7,76,0.627274184114544
7,77,0.631017346015751
7,78,0.634964117573103
7,79,0.638887413950984
7,80,0.642531153540311
7,81,0.646232598630906
7,82,0.649603389278436
7,83,0.653459911739663
7,84,0.657013140295046
7,85,0.660445593192131
7,86,0.664010179484421
7,87,0.667316216790512
7,88,0.670549480923579
7,89,0.673916295829346
7,90,0.677190422089489
8,0,0.050741602102244
8,1,0.088273273236322
8,2,0.125467590534406
8,3,0.153604989329165
8,4,0.17557763063296
8,5,0.193415502463923
8,6,0.208910150907668
8,7,0.222261227297118
8,8,0.234731762532326
8,9,0.246339954063384
8,10,0.256934051926424
8,11,0.266937411208957
8,12,0.277013070320667
8,13,0.286937788358865
8,14,0.296602535612746
8,15,0.305653593408792
8,16,0.314450771444938
8,17,0.322757716532821
8,18,0.330503113053214
8,19,0.33802172472133
8,20,0.345164727880196
8,21,0.351880550510133
8,22,0.358353011219581
8,23,0.364669201808266
8,24,0.370861982214975
8,25,0.376823618302621
8,26,0.382852117998082
8,27,0.388581217318534
8,28,0.394357471333109
8,29,0.40000261934197
8,30,0.405645150425013
8,31,0.411138200845234
8,32,0.416620846949961
8,33,0.422121003649962
8,34,0.427480033129157
8,35,0.433027111387669
8,36,0.438324373811376
8,37,0.443761016773517
8,38,0.449016562844046
8,39,0.4543557662627
8,40,0.459685362392063
8,41,0.464882297496037
8,42,0.470183558601786
8,43,0.475386445759306
8,44,0.480435805450448
8,45,0.485773077730319
8,46,0.490841717158025
8,47,0.495922095902641
8,48,0.50096267017001
8,49,0.506055520196758
8,50,0.510931700035152
8,51,0.515938588382501
8,52,0.520999368821253
8,53,0.525633165226477
8,54,0.53067733322802
8,55,0.53543766711584
8,56,0.540229274884777
8,57,0.545107108947885
8,58,0.549635224003135
8,59,0.554236951652286
8,60,0.5590398411594
8,61,0.563683126663971
8,62,0.568148593841968
8,63,0.572533645576553
8,64,0.577057457673654
8,65,0.581545896739025
8,66,0.586000248274267
8,67,0.590134599688926
8,68,0.594535564461742
8,69,0.598875803621373
8,70,0.602987187522081
8,71,0.607197021787419
8,72,0.611185681936313
8,73,0.615435715504258
8,74,0.619503234128076
8,75,0.623418304394904
8,76,0.627243432040217
8,77,0.631074723173973
8,78,0.635014347605026
8,79,0.638720154300094
8,80,0.642361627613029
8,81,0.646277368524033
8,82,0.649839757054123
8,83,0.653629609944501
8,84,0.6570279087664
8,85,0.660430329048616
8,86,0.664011293488244
8,87,0.667358009759654
8,88,0.670684069037225
8,89,0.674037685009283
8,90,0.677190422089489
9,0,0.050760678558559
9,1,0.088186159997552
9,2,0.125581343063635
9,3,0.154149150531106
9,4,0.175996004090349
9,5,0.194020768548677
9,6,0.209431301284898
9,7,0.223029972328109
9,8,0.235472710475169
9,9,0.247066736436941
9,10,0.257753689633169
9,11,0.267854934917621
9,12,0.277878866810027
9,13,0.287759775212211
9,14,0.29741151477958
9,15,0.30664642560947
9,16,0.315448498359659
9,17,0.323607667733245
9,18,0.331419027675934
9,19,0.338772657207313
9,20,0.34596060089666
9,21,0.352725902366463
9,22,0.359198111145396
9,23,0.365604740360323
9,24,0.371596349036896
9,25,0.377646650371683
9,26,0.383540110933585
9,27,0.389346053349972
9,28,0.395116978975202
9,29,0.400744930581211
9,30,0.406324035175669
9,31,0.411788004261709
9,32,0.417322430775136
9,33,0.422769347605425
9,34,0.42825890976351
9,35,0.433616860636748
9,36,0.438886267999331
9,37,0.444313565418306
9,38,0.449676203709192
9,39,0.455025459678876
9,40,0.460187296123921
9,41,0.465432256981027
9,42,0.470616674819781
9,43,0.47576731529912
9,44,0.4809739110696
9,45,0.486089004549357
9,46,0.491277049872612
9,47,0.496167861043907
9,48,0.501419806026858
9,49,0.506354488839571
9,50,0.511456008782014
9,51,0.516180402413879
9,52,0.521338092488123
9,53,0.526070698164841
9,54,0.530802498944427
9,55,0.535726661059312
9,56,0.540450895118904
9,57,0.545300709248684
9,58,0.549928465112113
9,59,0.554716828384734
9,60,0.559220881467343
9,61,0.563902698046979
9,62,0.568319488073929
9,63,0.57289189645871
9,64,0.577320786854614
9,65,0.581677838390485
9,66,0.586242046946594
9,67,0.590472839733713
9,68,0.594720511415184
9,69,0.598964893920081
9,70,0.603021897195658
9,71,0.607354793314881
9,72,0.611409509026807
9,73,0.615430574558528
9,74,0.619484231544157
9,75,0.623556528015413
9,76,0.627212334593143
9,77,0.631264743480255
9,78,0.634993352973829
9,79,0.638745737991483
9,80,0.642687213998628
9,81,0.646396712545364
9,82,0.649797645145649
9,83,0.653571907407333
9,84,0.657129602743953
9,85,0.660543823315845
9,86,0.663905826367301
9,87,0.667333593306494
9,88,0.67068173267909
9,89,0.673985574516111
9,90,0.677190422089489
10,0,0.050987266332824
10,1,0.088456475508523
10,2,0.12565804785799
10,3,0.154122537706121
10,4,0.176295425239098
10,5,0.194672562537447
10,6,0.210181087566811
10,7,0.223750798654006
10,8,0.236292777484913
10,9,0.24777338276396
10,10,0.258582478729829
10,11,0.268811686854743
10,12,0.278836097418436
10,13,0.288690880571308
10,14,0.298464444057281
10,15,0.307615833828775
10,16,0.316308378250614
10,17,0.324476047734237
10,18,0.332361244438413
10,19,0.339820243277821
10,20,0.346857465165492
10,21,0.35367224447013
10,22,0.36013802665555
10,23,0.3663629200605
10,24,0.372485641211829
10,25,0.378551615186061
10,26,0.384365954682406
10,27,0.390120876016035
10,28,0.395832731765142
10,29,0.40146856509495
10,30,0.40708950356295
10,31,0.412533032950675
10,32,0.417973431739721
10,33,0.423552980443662
10,34,0.42887277445245
10,35,0.434163224204595
10,36,0.439554835378763
10,37,0.444949314193133
10,38,0.450120202892195
10,39,0.455528055676864
10,40,0.460737523381537
10,41,0.465962261455494
10,42,0.471282466771906
10,43,0.476442772406311
10,44,0.481497992696974
10,45,0.486595366537336
10,46,0.491691685838899
10,47,0.496821845726101
10,48,0.501923202831142
10,49,0.50687346377891
10,50,0.511948201488561
10,51,0.516646868523206
10,52,0.521554112247477
10,53,0.526511925270933
10,54,0.531259789849154
10,55,0.53608067719788
10,56,0.540908276354775
10,57,0.545624223630678
10,58,0.550371328649044
10,59,0.554938865145006
10,60,0.559511006363784
10,61,0.56407381736684
10,62,0.56863682825138
10,63,0.573023784307988
10,64,0.577723418893536
10,65,0.581914443736974
10,66,0.586230670941531
10,67,0.590620626386541
10,68,0.594926383008577
10,69,0.599072110502694
10,70,0.603256342903032
10,71,0.60735210415904
10,72,0.611645845857673
10,73,0.615571849782281
10,74,0.619563297051167
10,75,0.623613068727253
10,76,0.62755467973243
10,77,0.631321765606566
10,78,0.635229631052054
10,79,0.639078857480568
10,80,0.642823301647088
10,81,0.646379162988071
10,82,0.650036033249335
10,83,0.653409894389001
10,84,0.65719046534007
10,85,0.660611027980747
10,86,0.66417138388906
10,87,0.667410302351643
10,88,0.670663083457756
10,89,0.674025133234058
10,90,0.677190422089489
11,0,0.051304170160753
11,1,0.088339399287975
11,2,0.12542628565395
11,3,0.154056352551138
11,4,0.176657293614102
11,5,0.195343967227743
11,6,0.21101264933451
11,7,0.224581610292092
11,8,0.237034938906145
11,9,0.248831251162508
11,10,0.259525015459176
11,11,0.269782726979889
11,12,0.279853694329587
11,13,0.289775252570774
11,14,0.299352614902028
11,15,0.308698537657327
11,16,0.317431329848228
11,17,0.325539504941687
11,18,0.333351319483369
11,19,0.340870153240506
11,20,0.347912082436766
11,21,0.354585251707684
11,22,0.361128160753059
11,23,0.367339470070038
11,24,0.373371519205537
11,25,0.379384726257233
11,26,0.385315054377055
11,27,0.391053828401621
11,28,0.396723494700597
11,29,0.402404868398513
11,30,0.407884399428153
11,31,0.413419205431733
11,32,0.418958182093383
11,33,0.424279217002108
11,34,0.429605723979064
11,35,0.434982641079802
11,36,0.440296648677904
11,37,0.445530934943075
11,38,0.450962571423032
11,39,0.456321759482264
11,40,0.461390308336379
11,41,0.466729869432499
11,42,0.471773989069891
11,43,0.476994442652693
11,44,0.482176033426853
11,45,0.487184524665122
11,46,0.492266402698459
11,47,0.497375609897106
11,48,0.502480502118118
11,49,0.507488106657647
11,50,0.512275019159248
11,51,0.517168887770604
11,52,0.522014160039444
11,53,0.52700336347136
11,54,0.531805411597089
11,55,0.53645577030227
11,56,0.541279274077343
11,57,0.5459319159984
11,58,0.550662091115093
11,59,0.555296512059814
11,60,0.559873858640624
11,61,0.564411735875528
11,62,0.568888554133942
11,63,0.57341846884617
11,64,0.577958952321927
11,65,0.582245562981957
11,66,0.586591622460065
11,67,0.590754857471999
11,68,0.595231869402921
11,69,0.599468493301385
11,70,0.603667628830067
11,71,0.607592843258132
11,72,0.611878141113491
11,73,0.615801498844828
11,74,0.61967779775538
11,75,0.623662070727899
11,76,0.627670283763685
11,77,0.631540964620606
11,78,0.635321066359457
11,79,0.639203225566451
11,80,0.64279875053134
11,81,0.646486266555398
11,82,0.650071855754295
11,83,0.653689744020155
11,84,0.657117538553692
11,85,0.660630029126694
11,86,0.663956366097394
11,87,0.667401433927424
11,88,0.670727678498577
11,89,0.673994376816028
11,90,0.677190422089489
12,0,0.0516561399232
12,1,0.0892287677628
12,2,0.12572306507032
12,3,0.154550608265915
12,4,0.177330074719731
12,5,0.196134751640327
12,6,0.211794714871488
12,7,0.225543200534423
12,8,0.238101805055865
12,9,0.24972830312686
12,10,0.260589770768284
12,11,0.27091692878346
12,12,0.281036343620476
12,13,0.290934689426971
12,14,0.300565015272573
12,15,0.309825831097099
12,16,0.318449821430554
12,17,0.326741666759638
12,18,0.334579794715407
12,19,0.341941142772717
12,20,0.349131542685536
12,21,0.355807667701871
12,22,0.362119088602321
12,23,0.36837389456545
12,24,0.374404639084794
12,25,0.380429558712031
12,26,0.386255162039338
12,27,0.392013715139063
12,28,0.397724837649392
12,29,0.403209999091161
12,30,0.408802264996969
12,31,0.414388547564523
12,32,0.419757478787904
12,33,0.425173872780313
12,34,0.43047129049367
12,35,0.435895759742407
12,36,0.441249835217841
12,37,0.446370815789024
12,38,0.451703817785544
12,39,0.456915987057736
12,40,0.462170149678768
12,41,0.467388823802029
12,42,0.472380336497846
12,43,0.477554199708748
12,44,0.482743694555836
12,45,0.48788948238701
12,46,0.492950847120758
12,47,0.497868655021467
12,48,0.502952335613441
12,49,0.507914060952705
12,50,0.512804994063318
12,51,0.517786262067098
12,52,0.522505629828841
12,53,0.52742010566361
12,54,0.532141760780548
12,55,0.536959998702438
12,56,0.541695976213511
12,57,0.546358833683127
12,58,0.551043388745446
12,59,0.55567741152439
12,60,0.560236423541407
12,61,0.564844683939008
12,62,0.569263815307044
12,63,0.573827087832
12,64,0.57815988852907
12,65,0.582541418966529
12,66,0.586827654184044
12,67,0.591128739846449
12,68,0.595486754369195
12,69,0.599547555153591
12,70,0.603904973086473
